,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
139889,2017-02-07 17:31:58,2017-02-07 17:41:43,585,Clinton St & Lake St,Ogden Ave & Race Ave,Subscriber,Male,1968.0
85891,2017-01-25 08:45:01,2017-01-25 09:07:54,1373,Clinton St & Washington Blvd,Wolcott Ave & Polk St,Subscriber,Male,1958.0
792829,2017-05-11 19:23:29,2017-05-11 19:27:53,264,Fort Dearborn Dr & 31st St,Rhodes Ave & 32nd St,Subscriber,Male,1994.0
1358841,2017-06-19 17:37:15,2017-06-19 17:58:18,1263,Orleans St & Ohio St,Southport Ave & Clybourn Ave,Subscriber,Female,1982.0
1477404,2017-06-26 14:07:10,2017-06-26 14:25:03,1073,McCormick Place,Field Museum,Customer,,
695722,2017-04-28 18:57:30,2017-04-28 19:04:11,401,Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,Subscriber,Male,1991.0
176145,2017-02-15 07:44:46,2017-02-15 07:55:47,661,Financial Pl & Congress Pkwy,Aberdeen St & Jackson Blvd,Subscriber,Male,1989.0
1191085,2017-06-09 12:59:10,2017-06-09 13:16:25,1035,Michigan Ave & Oak St,Wells St & Evergreen Ave,Customer,,
10980,2017-01-04 18:12:33,2017-01-04 18:17:37,304,McClurg Ct & Illinois St,Dearborn St & Erie St,Subscriber,Male,1989.0
720853,2017-05-03 17:06:36,2017-05-03 17:14:04,448,State St & Randolph St,Franklin St & Quincy St,Subscriber,Male,1965.0
1077782,2017-06-02 18:59:04,2017-06-02 19:11:41,757,Sheffield Ave & Wellington Ave,Larrabee St & North Ave,Subscriber,Male,1988.0
617992,2017-04-21 16:30:17,2017-04-21 16:50:42,1225,Clarendon Ave & Gordon Ter,Leavitt St & Addison St,Subscriber,Male,1979.0
1361546,2017-06-19 19:39:17,2017-06-19 19:56:46,1049,Leavitt St & Lawrence Ave,Lakefront Trail & Bryn Mawr Ave,Subscriber,Male,1984.0
473005,2017-04-07 21:14:31,2017-04-07 21:17:43,192,Greenview Ave & Jarvis Ave,Eastlake Ter & Rogers Ave,Subscriber,Female,1966.0
363286,2017-03-19 16:27:44,2017-03-19 16:38:43,659,Wilton Ave & Diversey Pkwy,Larrabee St & Webster Ave,Subscriber,Male,1992.0
176369,2017-02-15 08:07:25,2017-02-15 08:18:37,672,Ada St & Washington Blvd,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1984.0
1282427,2017-06-14 20:47:57,2017-06-14 20:59:16,679,Milwaukee Ave & Wabansia Ave,Richmond St & Diversey Ave,Subscriber,Male,1984.0
1362791,2017-06-19 21:20:41,2017-06-19 21:36:00,919,Clark St & Winnemac Ave,Sheffield Ave & Wellington Ave,Subscriber,Male,1986.0
1522420,2017-06-29 08:12:24,2017-06-29 08:16:49,265,Green St & Randolph St,Clinton St & Madison St,Subscriber,Male,1984.0
1081623,2017-06-03 06:35:44,2017-06-03 06:53:16,1052,Indiana Ave & Roosevelt Rd,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1988.0
103778,2017-01-30 09:36:32,2017-01-30 09:46:52,620,Racine Ave & 18th St,Wood St & Taylor St,Subscriber,Male,1976.0
1153157,2017-06-07 09:07:08,2017-06-07 09:13:28,380,Wacker Dr & Washington St,Michigan Ave & Washington St,Subscriber,Male,1970.0
630419,2017-04-23 08:43:07,2017-04-23 08:56:18,791,LaSalle St & Washington St,Sedgwick St & North Ave,Subscriber,Male,1978.0
14350,2017-01-05 21:39:08,2017-01-05 21:40:45,97,Halsted St & Wrightwood Ave,Lincoln Ave & Fullerton Ave,Subscriber,Male,1997.0
1350684,2017-06-19 08:27:31,2017-06-19 08:34:32,421,Clinton St & Washington Blvd,Franklin St & Jackson Blvd,Subscriber,Female,1984.0
375303,2017-03-21 16:18:06,2017-03-21 16:24:25,379,St. Clair St & Erie St,Wells St & Huron St,Subscriber,Female,1982.0
1279443,2017-06-14 15:46:56,2017-06-14 16:00:59,843,McClurg Ct & Illinois St,Clinton St & Madison St,Subscriber,Male,1973.0
1512136,2017-06-28 14:19:09,2017-06-28 14:29:10,601,Desplaines St & Jackson Blvd,Kingsbury St & Kinzie St,Subscriber,Male,1974.0
1412251,2017-06-22 18:07:55,2017-06-22 18:11:21,206,Franklin St & Monroe St,Canal St & Adams St,Subscriber,Male,1985.0
1498483,2017-06-27 16:56:09,2017-06-27 17:04:41,512,Michigan Ave & Washington St,Clinton St & Madison St,Subscriber,Male,1985.0
1228505,2017-06-11 13:30:34,2017-06-11 13:34:46,252,Sheffield Ave & Willow St,Larrabee St & Menomonee St,Subscriber,Male,1968.0
1407373,2017-06-22 14:47:26,2017-06-22 14:51:35,249,St. Louis Ave & Balmoral Ave,Kedzie Ave & Foster Ave,Subscriber,Male,1984.0
1537873,2017-06-30 08:50:08,2017-06-30 09:01:20,672,Logan Blvd & Elston Ave,Troy St & Elston Ave,Subscriber,Male,1985.0
533197,2017-04-14 12:01:04,2017-04-14 12:16:20,916,Canal St & Adams St,Field Blvd & South Water St,Subscriber,Male,1989.0
788043,2017-05-11 15:13:01,2017-05-11 15:41:15,1694,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Customer,,
940204,2017-05-24 12:18:00,2017-05-24 12:29:08,668,Ashland Ave & Harrison St,Green St & Madison St,Subscriber,Male,1985.0
539046,2017-04-14 19:38:42,2017-04-14 19:46:03,441,Dearborn St & Monroe St,Kingsbury St & Kinzie St,Subscriber,Male,1954.0
934370,2017-05-23 15:40:38,2017-05-23 15:52:20,702,Daley Center Plaza,Michigan Ave & 14th St,Subscriber,Female,1973.0
95380,2017-01-27 08:46:28,2017-01-27 08:55:22,534,Jefferson St & Monroe St,Michigan Ave & Washington St,Subscriber,Male,1984.0
1452711,2017-06-24 22:08:17,2017-06-24 23:00:20,3123,Lake Park Ave & 35th St,Noble St & Milwaukee Ave,Customer,,
1340444,2017-06-18 15:37:48,2017-06-18 15:57:52,1204,Columbus Dr & Randolph St,Dusable Harbor,Customer,,
968667,2017-05-27 09:17:41,2017-05-27 09:39:36,1315,Streeter Dr & Grand Ave,Calumet Ave & 18th St,Subscriber,Male,1978.0
1074795,2017-06-02 17:15:00,2017-06-02 17:16:50,110,Theater on the Lake,Theater on the Lake,Subscriber,Male,1947.0
125956,2017-02-04 09:46:53,2017-02-04 09:49:39,166,Broadway & Cornelia Ave,Halsted St & Roscoe St,Subscriber,Male,1984.0
1023580,2017-05-30 16:04:42,2017-05-30 16:24:07,1165,Western Ave & 21st St,Damen Ave & Chicago Ave,Subscriber,Male,1979.0
1083227,2017-06-03 09:54:41,2017-06-03 10:25:50,1869,May St & Cullerton St,Ashland Ave & Harrison St,Customer,,
1252193,2017-06-12 18:42:41,2017-06-12 18:56:43,842,Calumet Ave & 18th St,Morgan St & 18th St,Subscriber,Female,1984.0
195394,2017-02-17 22:46:43,2017-02-17 23:06:38,1195,Sedgwick St & North Ave,Hampden Ct & Diversey Pkwy,Subscriber,Male,1990.0
615604,2017-04-21 11:45:53,2017-04-21 11:51:31,338,Sedgwick St & North Ave,Sedgwick St & Webster Ave,Subscriber,Male,1968.0
1503457,2017-06-27 19:16:22,2017-06-27 19:29:12,770,Millennium Park,Wells St & Polk St,Subscriber,Male,1987.0
1466998,2017-06-25 18:10:30,2017-06-25 18:23:33,783,Clark St & Armitage Ave,Bissell St & Armitage Ave,Customer,,
1115431,2017-06-04 20:30:29,2017-06-04 20:38:18,469,Streeter Dr & Grand Ave,Michigan Ave & Oak St,Customer,,
1514451,2017-06-28 16:57:29,2017-06-28 17:00:51,202,Aberdeen St & Jackson Blvd,Loomis St & Jackson Blvd,Subscriber,Female,1986.0
319560,2017-03-08 15:50:50,2017-03-08 16:16:35,1545,Franklin St & Monroe St,Clark St & Wrightwood Ave,Subscriber,Male,1966.0
148204,2017-02-09 13:42:02,2017-02-09 13:45:42,220,LaSalle St & Washington St,Canal St & Madison St,Subscriber,Male,1977.0
513075,2017-04-11 19:28:01,2017-04-11 19:41:12,791,Sheffield Ave & Wellington Ave,Broadway & Sheridan Rd,Subscriber,Female,1991.0
1016760,2017-05-30 07:13:27,2017-05-30 07:19:28,361,Kedzie Ave & Palmer Ct,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1978.0
1010551,2017-05-29 16:54:40,2017-05-29 17:10:09,929,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
1519548,2017-06-28 21:27:56,2017-06-28 21:46:33,1117,Stockton Dr & Wrightwood Ave,Marshfield Ave & Cortland St,Subscriber,Male,1992.0
1409710,2017-06-22 17:01:40,2017-06-22 17:15:47,847,Wolcott Ave & Polk St,Clinton St & Jackson Blvd,Subscriber,Male,1988.0
130274,2017-02-05 20:43:15,2017-02-05 21:10:29,1634,Sedgwick St & Huron St,Wabash Ave & Grand Ave,Customer,,
1289279,2017-06-15 12:51:24,2017-06-15 12:55:42,258,Pine Grove Ave & Irving Park Rd,Broadway & Waveland Ave,Subscriber,Female,1975.0
1320904,2017-06-17 12:07:57,2017-06-17 12:27:33,1176,Ogden Ave & Chicago Ave,Damen Ave & Madison St,Customer,,
1488674,2017-06-27 07:05:32,2017-06-27 07:08:41,189,Michigan Ave & Pearson St,McClurg Ct & Erie St,Subscriber,Male,1993.0
832445,2017-05-14 18:09:23,2017-05-14 18:42:59,2016,Wells St & Evergreen Ave,Clybourn Ave & Division St,Subscriber,Male,1990.0
999363,2017-05-29 06:23:59,2017-05-29 06:30:08,369,Franklin St & Quincy St,Stetson Ave & South Water St,Subscriber,Female,1995.0
137825,2017-02-07 09:44:32,2017-02-07 09:52:25,473,Federal St & Polk St,Dearborn St & Monroe St,Subscriber,Male,1990.0
565792,2017-04-16 18:12:10,2017-04-16 18:28:37,987,Dearborn Pkwy & Delaware Pl,Peoria St & Jackson Blvd,Subscriber,Female,1990.0
82047,2017-01-24 16:25:17,2017-01-24 16:50:04,1487,Jefferson St & Monroe St,Damen Ave & Clybourn Ave,Subscriber,Male,1984.0
256701,2017-02-24 10:19:19,2017-02-24 10:22:22,183,Damen Ave & Cortland St,Marshfield Ave & Cortland St,Subscriber,Male,1990.0
137265,2017-02-07 08:26:59,2017-02-07 08:50:22,1403,Clark St & Armitage Ave,Racine Ave & Randolph St,Subscriber,Male,1986.0
462191,2017-04-06 15:50:46,2017-04-06 16:01:27,641,Lincoln Ave & Belmont Ave,Larrabee St & Webster Ave,Subscriber,Male,1988.0
692460,2017-04-28 15:15:37,2017-04-28 15:25:21,584,Clark St & Randolph St,Wells St & Concord Ln,Subscriber,Male,1989.0
1051105,2017-06-01 11:31:27,2017-06-01 11:38:13,406,Franklin St & Lake St,Franklin St & Chicago Ave,Subscriber,Female,1971.0
1374414,2017-06-20 17:12:26,2017-06-20 17:19:35,429,Michigan Ave & Oak St,Clark St & North Ave,Subscriber,Female,1984.0
611978,2017-04-20 22:11:43,2017-04-20 22:17:40,357,Kedzie Ave & Milwaukee Ave,California Ave & Milwaukee Ave,Subscriber,Male,1899.0
418603,2017-03-29 08:11:01,2017-03-29 08:24:17,796,Damen Ave & Cortland St,Ashland Ave & Chicago Ave,Subscriber,Female,1978.0
250157,2017-02-23 07:49:00,2017-02-23 08:03:05,845,Lake Shore Dr & Diversey Pkwy,Michigan Ave & Oak St,Subscriber,Male,1986.0
830875,2017-05-14 16:16:41,2017-05-14 16:25:40,539,Fort Dearborn Dr & 31st St,Burnham Harbor,Subscriber,Male,1960.0
1138822,2017-06-06 12:42:58,2017-06-06 12:46:18,200,Clark St & Elm St,Wells St & Evergreen Ave,Subscriber,Male,1987.0
1114418,2017-06-04 19:13:52,2017-06-04 19:20:12,380,Damen Ave & Cortland St,Damen Ave & Division St,Subscriber,Male,1981.0
1447915,2017-06-24 17:26:45,2017-06-24 18:16:40,2995,Mies van der Rohe Way & Chestnut St,Mies van der Rohe Way & Chestnut St,Customer,,
557005,2017-04-15 22:08:37,2017-04-15 22:23:59,922,Dayton St & North Ave,Dayton St & North Ave,Customer,,
233917,2017-02-21 15:13:22,2017-02-21 15:30:33,1031,Loomis St & Jackson Blvd,Orleans St & Ohio St,Subscriber,Female,1976.0
634456,2017-04-23 13:31:37,2017-04-23 13:52:36,1259,Indiana Ave & Roosevelt Rd,Columbus Dr & Randolph St,Subscriber,Female,1974.0
1282775,2017-06-14 21:53:24,2017-06-14 22:14:14,1250,Dearborn St & Monroe St,Morgan St & Lake St,Customer,,
1165477,2017-06-07 21:15:06,2017-06-07 21:21:32,386,Morgan St & Polk St,Loomis St & Lexington St,Subscriber,Female,1991.0
432070,2017-04-01 08:35:05,2017-04-01 09:08:11,1986,Lakeview Ave & Fullerton Pkwy,Burnham Harbor,Subscriber,Male,1991.0
635085,2017-04-23 14:01:36,2017-04-23 14:09:30,474,Halsted St & Archer Ave,Racine Ave & 35th St,Customer,,
344355,2017-03-15 11:08:14,2017-03-15 11:22:08,834,Stockton Dr & Wrightwood Ave,Rush St & Cedar St,Subscriber,Female,1989.0
808879,2017-05-13 09:29:53,2017-05-13 09:33:52,239,Milwaukee Ave & Grand Ave,Kingsbury St & Kinzie St,Subscriber,Male,1990.0
1382246,2017-06-21 07:29:20,2017-06-21 07:34:06,286,Damen Ave & Melrose Ave,Lincoln Ave & Roscoe St,Subscriber,Male,1985.0
1505142,2017-06-27 20:53:43,2017-06-27 21:09:24,941,Lake Shore Dr & Wellington Ave,Lake Shore Dr & Wellington Ave,Subscriber,Female,1989.0
447072,2017-04-03 09:41:34,2017-04-03 09:50:32,538,Greenview Ave & Diversey Pkwy,Racine Ave & Fullerton Ave,Subscriber,Male,1962.0
905392,2017-05-21 07:07:01,2017-05-21 07:30:11,1390,Wabash Ave & Roosevelt Rd,Michigan Ave & Jackson Blvd,Customer,,
1038680,2017-05-31 16:17:28,2017-05-31 16:22:27,299,Franklin St & Monroe St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1991.0
1150894,2017-06-07 07:31:30,2017-06-07 07:39:25,475,McClurg Ct & Illinois St,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1977.0
1016763,2017-05-30 07:13:47,2017-05-30 07:28:40,893,Marshfield Ave & Cortland St,Franklin St & Chicago Ave,Subscriber,Female,1986.0
554109,2017-04-15 18:02:43,2017-04-15 18:05:05,142,Dearborn St & Monroe St,Dearborn St & Monroe St,Customer,,
813333,2017-05-13 13:28:24,2017-05-13 13:50:26,1322,Michigan Ave & Oak St,Lake Shore Dr & Wellington Ave,Customer,,
1509802,2017-06-28 08:40:52,2017-06-28 08:59:17,1105,Ashland Ave & Augusta Blvd,Kingsbury St & Kinzie St,Subscriber,Female,1990.0
1285486,2017-06-15 08:13:37,2017-06-15 08:38:07,1470,Halsted St & Roscoe St,Franklin St & Monroe St,Subscriber,Male,1985.0
581745,2017-04-18 08:47:51,2017-04-18 08:58:24,633,Wells St & Elm St,Canal St & Madison St,Subscriber,Male,1992.0
505479,2017-04-10 23:28:45,2017-04-10 23:40:20,695,Leavitt St & Lawrence Ave,Oakley Ave & Irving Park Rd,Subscriber,Female,1991.0
386384,2017-03-23 14:01:45,2017-03-23 14:08:00,375,Sheffield Ave & Waveland Ave,Broadway & Belmont Ave,Subscriber,Male,1970.0
602712,2017-04-20 08:33:55,2017-04-20 08:36:22,147,Columbus Dr & Randolph St,Daley Center Plaza,Subscriber,Male,1965.0
595728,2017-04-19 11:11:41,2017-04-19 12:23:11,4290,Adler Planetarium,Adler Planetarium,Customer,,
149159,2017-02-09 17:11:32,2017-02-09 17:29:07,1055,Wood St & Taylor St,Clinton St & Washington Blvd,Subscriber,Male,1976.0
603208,2017-04-20 08:58:11,2017-04-20 09:02:38,267,Clinton St & Tilden St,Peoria St & Jackson Blvd,Subscriber,Male,1986.0
915297,2017-05-22 03:22:00,2017-05-22 03:29:53,473,Franklin St & Jackson Blvd,Milwaukee Ave & Grand Ave,Subscriber,Male,1988.0
237423,2017-02-21 18:55:20,2017-02-21 18:59:53,273,Lake Park Ave & 56th St,Shore Dr & 55th St,Subscriber,Male,1951.0
166074,2017-02-13 16:21:59,2017-02-13 16:49:16,1637,Morgan St & 18th St,Columbus Dr & Randolph St,Subscriber,Female,1988.0
980134,2017-05-27 17:30:40,2017-05-27 17:31:42,62,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Subscriber,Male,1992.0
475553,2017-04-08 11:44:40,2017-04-08 12:27:47,2587,Shedd Aquarium,Lake Park Ave & 53rd St,Customer,,
388312,2017-03-23 17:41:15,2017-03-23 17:55:28,853,Albany Ave & Bloomingdale Ave,Damen Ave & Division St,Subscriber,Male,1981.0
228397,2017-02-20 17:40:33,2017-02-20 17:55:43,910,Michigan Ave & Oak St,Clinton St & Washington Blvd,Subscriber,Male,1975.0
571595,2017-04-17 11:11:17,2017-04-17 11:16:11,294,Lincoln Ave & Belle Plaine Ave,Oakley Ave & Irving Park Rd,Subscriber,Female,1964.0
410942,2017-03-28 04:32:36,2017-03-28 04:44:37,721,Michigan Ave & 18th St,LaSalle St & Adams St,Subscriber,Male,1964.0
13511,2017-01-05 17:11:42,2017-01-05 17:24:45,783,Clinton St & Madison St,Larrabee St & Oak St,Subscriber,Female,1990.0
1321392,2017-06-17 12:30:18,2017-06-17 12:43:49,811,Millennium Park,Shedd Aquarium,Subscriber,Male,1984.0
607826,2017-04-20 16:58:38,2017-04-20 17:28:08,1770,Hermitage Ave & Polk St,Halsted St & Dickens Ave,Subscriber,Female,1987.0
54522,2017-01-19 09:02:24,2017-01-19 09:16:21,837,Ogden Ave & Chicago Ave,Franklin St & Quincy St,Subscriber,Female,1979.0
424201,2017-03-30 10:23:30,2017-03-30 10:28:42,312,Lake Park Ave & 56th St,Ellis Ave & 55th St,Subscriber,Male,1991.0
367424,2017-03-20 13:20:11,2017-03-20 13:27:09,418,Wabash Ave & Adams St,Wabash Ave & 8th St,Subscriber,Female,1988.0
939849,2017-05-24 11:30:35,2017-05-24 11:35:58,323,Michigan Ave & Washington St,Wacker Dr & Washington St,Subscriber,Male,1993.0
734685,2017-05-05 08:21:22,2017-05-05 08:24:08,166,Clinton St & Madison St,Green St & Madison St,Subscriber,Male,1958.0
1471815,2017-06-26 07:35:02,2017-06-26 07:51:16,974,Damen Ave & Cortland St,Kingsbury St & Kinzie St,Subscriber,Male,1972.0
897845,2017-05-19 16:38:32,2017-05-19 16:41:28,176,Wilton Ave & Diversey Pkwy,Halsted St & Wrightwood Ave,Subscriber,Male,1992.0
1008654,2017-05-29 15:46:49,2017-05-29 15:55:40,531,Lincoln Ave & Diversey Pkwy,Southport Ave & Clybourn Ave,Subscriber,Male,1984.0
751401,2017-05-07 11:58:44,2017-05-07 12:17:13,1109,Clybourn Ave & Division St,Wood St & Milwaukee Ave,Customer,,
274589,2017-02-28 08:54:06,2017-02-28 08:57:35,209,Kingsbury St & Kinzie St,Clinton St & Washington Blvd,Subscriber,Male,1978.0
318087,2017-03-08 09:24:11,2017-03-08 09:30:19,368,Wells St & Huron St,Franklin St & Lake St,Subscriber,Male,1980.0
930305,2017-05-23 06:48:36,2017-05-23 06:53:02,266,Federal St & Polk St,Franklin St & Jackson Blvd,Subscriber,Male,1973.0
1105518,2017-06-04 12:45:43,2017-06-04 14:59:50,8047,State St & Kinzie St,Lake Shore Dr & Monroe St,Customer,,
49912,2017-01-18 12:46:25,2017-01-18 12:55:32,547,Ashland Ave & Division St,Halsted St & Blackhawk St (*),Subscriber,Male,1963.0
1059604,2017-06-01 18:46:12,2017-06-01 18:57:18,666,Millennium Park,Fairbanks Ct & Grand Ave,Subscriber,Female,1990.0
539125,2017-04-14 19:51:43,2017-04-14 20:00:14,511,Lincoln Ave & Diversey Pkwy,Southport Ave & Waveland Ave,Subscriber,Male,1985.0
1310405,2017-06-16 17:05:39,2017-06-16 17:30:36,1497,Clinton St & Madison St,Sheffield Ave & Wellington Ave,Customer,,
1331027,2017-06-17 23:18:01,2017-06-17 23:23:03,302,Cottage Grove Ave & 63rd St,Ellis Ave & 60th St,Subscriber,Female,1988.0
1284224,2017-06-15 07:13:00,2017-06-15 07:20:36,456,Dearborn Pkwy & Delaware Pl,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1993.0
536470,2017-04-14 16:31:38,2017-04-14 16:36:10,272,Clinton St & Tilden St,Clinton St & Madison St,Subscriber,Male,1969.0
1221766,2017-06-10 23:41:25,2017-06-10 23:51:01,576,Ashland Ave & Archer Ave,Racine Ave & 35th St,Subscriber,Female,1977.0
422837,2017-03-29 18:30:48,2017-03-29 18:34:14,206,Broadway & Berwyn Ave,Clark St & Berwyn Ave,Subscriber,Female,1982.0
167541,2017-02-13 18:13:02,2017-02-13 18:23:57,655,Clark St & Lake St,Milwaukee Ave & Grand Ave,Subscriber,Male,1989.0
305409,2017-03-06 16:34:55,2017-03-06 16:42:57,482,Wolcott Ave & Polk St,May St & Taylor St,Subscriber,Male,1992.0
1511092,2017-06-28 10:18:38,2017-06-28 10:23:08,270,LaSalle St & Jackson Blvd,Clinton St & Madison St,Subscriber,Male,1952.0
822896,2017-05-14 02:21:49,2017-05-14 02:26:23,274,Lakeview Ave & Fullerton Pkwy,Hampden Ct & Diversey Pkwy,Subscriber,Male,1982.0
1509573,2017-06-28 08:32:17,2017-06-28 08:38:35,378,Lincoln Ave & Leavitt St,Ravenswood Ave & Lawrence Ave,Subscriber,Female,1969.0
1441249,2017-06-24 13:41:05,2017-06-24 14:03:49,1364,California Ave & Fletcher St,Montrose Harbor,Customer,,
307623,2017-03-06 19:34:39,2017-03-06 19:41:38,419,Clifton Ave & Armitage Ave,Halsted St & Wrightwood Ave,Subscriber,Female,1988.0
1143590,2017-06-06 17:14:03,2017-06-06 17:20:53,410,Milwaukee Ave & Rockwell St,Leavitt St & North Ave,Subscriber,Male,1980.0
904979,2017-05-21 00:22:53,2017-05-21 00:28:09,316,Halsted St & Blackhawk St (*),Larrabee St & Menomonee St,Subscriber,Male,1984.0
305971,2017-03-06 17:10:13,2017-03-06 17:25:53,940,Orleans St & Ohio St,Lake Shore Dr & Wellington Ave,Subscriber,Male,1990.0
1068267,2017-06-02 12:06:28,2017-06-02 12:22:32,964,LaSalle St & Washington St,LaSalle St & Washington St,Subscriber,Male,1986.0
883169,2017-05-18 10:16:36,2017-05-18 10:43:02,1586,Michigan Ave & Madison St,Kingsbury St & Kinzie St,Customer,,
1140463,2017-06-06 14:51:38,2017-06-06 15:05:16,818,Ashland Ave & 21st St,Clinton St & Roosevelt Rd,Subscriber,Male,1987.0
105344,2017-01-30 17:06:24,2017-01-30 17:10:24,240,Halsted St & Roosevelt Rd,Morgan St & Polk St,Subscriber,Female,1994.0
1027978,2017-05-30 18:46:59,2017-05-30 18:55:34,515,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Subscriber,Male,1991.0
153475,2017-02-10 16:44:31,2017-02-10 16:48:18,227,Green St & Madison St,Clinton St & Washington Blvd,Subscriber,Male,1955.0
257795,2017-02-24 15:38:35,2017-02-24 15:40:53,138,Desplaines St & Kinzie St,Kingsbury St & Kinzie St,Subscriber,Male,1988.0
164336,2017-02-13 09:54:01,2017-02-13 10:17:15,1394,Southport Ave & Wellington Ave,Clinton St & Washington Blvd,Subscriber,Male,1982.0
1143342,2017-06-06 17:08:29,2017-06-06 17:17:40,551,Racine Ave & 18th St,Wood St & Taylor St,Subscriber,Male,1983.0
590270,2017-04-18 19:09:21,2017-04-18 19:28:52,1171,Ashland Ave & Harrison St,Michigan Ave & Lake St,Subscriber,Male,1981.0
481487,2017-04-08 16:19:30,2017-04-08 16:32:00,750,Burnham Harbor,Dusable Harbor,Subscriber,Male,1984.0
457459,2017-04-05 06:59:28,2017-04-05 07:11:07,699,State St & Harrison St,Jefferson St & Monroe St,Subscriber,Female,1989.0
94107,2017-01-26 22:29:09,2017-01-26 22:37:59,530,Western Ave & Lunt Ave,Glenwood Ave & Morse Ave,Subscriber,Male,1981.0
656144,2017-04-25 08:04:20,2017-04-25 08:12:41,501,Wacker Dr & Washington St,Clark St & Congress Pkwy,Subscriber,Male,1960.0
429210,2017-03-31 15:33:45,2017-03-31 15:48:43,898,Lake Shore Dr & Ohio St,Wabash Ave & Grand Ave,Subscriber,Female,1998.0
322295,2017-03-08 20:18:38,2017-03-08 20:22:55,257,Green St & Randolph St,Desplaines St & Jackson Blvd,Subscriber,Male,1961.0
1524914,2017-06-29 11:13:51,2017-06-29 11:15:56,125,Dearborn St & Monroe St,Daley Center Plaza,Subscriber,Male,1984.0
469386,2017-04-07 15:11:21,2017-04-07 15:17:17,356,Southport Ave & Wellington Ave,Clark St & Wellington Ave,Subscriber,Female,1984.0
429473,2017-03-31 16:13:50,2017-03-31 16:18:30,280,Marshfield Ave & Cortland St,Wood St & Milwaukee Ave,Subscriber,Male,1990.0
296618,2017-03-05 09:11:32,2017-03-05 09:17:46,374,Southport Ave & Irving Park Rd,Lincoln Ave & Waveland Ave,Subscriber,Female,1974.0
1337501,2017-06-18 13:40:12,2017-06-18 14:20:35,2423,Desplaines St & Jackson Blvd,Rush St & Hubbard St,Customer,,
1226755,2017-06-11 12:15:30,2017-06-11 12:23:33,483,Ravenswood Ave & Lawrence Ave,Leavitt St & Lawrence Ave,Subscriber,Female,1986.0
503065,2017-04-10 16:27:43,2017-04-10 16:35:21,458,Aberdeen St & Jackson Blvd,Clinton St & Madison St,Subscriber,Male,1972.0
495495,2017-04-09 17:01:04,2017-04-09 18:52:35,6691,Columbus Dr & Randolph St,Millennium Park,Customer,,
672478,2017-04-26 10:38:32,2017-04-26 10:52:53,861,State St & Kinzie St,Racine Ave & Randolph St,Subscriber,Female,1988.0
23208,2017-01-09 21:47:52,2017-01-09 21:49:52,120,Clarendon Ave & Gordon Ter,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1986.0
1061276,2017-06-01 20:22:08,2017-06-01 20:37:21,913,Damen Ave & Pierce Ave,California Ave & Division St,Subscriber,Female,1981.0
198741,2017-02-18 12:12:44,2017-02-18 12:38:33,1549,Jefferson St & Monroe St,State St & Randolph St,Customer,,
92017,2017-01-26 15:44:55,2017-01-26 15:49:51,296,LaSalle St & Jackson Blvd,Canal St & Madison St,Subscriber,Male,1977.0
318032,2017-03-08 09:12:23,2017-03-08 09:20:11,468,Clinton St & Washington Blvd,Michigan Ave & Washington St,Subscriber,Male,1942.0
492122,2017-04-09 14:37:59,2017-04-09 14:45:48,469,Milwaukee Ave & Wabansia Ave,California Ave & Milwaukee Ave,Subscriber,Female,1987.0
392827,2017-03-24 11:35:45,2017-03-24 11:46:54,669,Kingsbury St & Kinzie St,Kingsbury St & Kinzie St,Subscriber,Male,1986.0
592029,2017-04-18 23:05:56,2017-04-18 23:32:07,1571,Larrabee St & Webster Ave,Clark St & Wellington Ave,Subscriber,Male,1995.0
1507579,2017-06-28 07:16:27,2017-06-28 07:27:21,654,Larrabee St & Division St,Wabash Ave & Wacker Pl,Subscriber,Male,1970.0
725171,2017-05-04 07:22:43,2017-05-04 07:29:03,380,Dearborn St & Erie St,LaSalle St & Adams St,Subscriber,Male,1993.0
696154,2017-04-28 20:00:44,2017-04-28 20:09:38,534,Racine Ave & Belmont Ave,Lincoln Ave & Roscoe St,Subscriber,Male,1992.0
198991,2017-02-18 12:24:22,2017-02-18 12:44:17,1195,Dearborn St & Monroe St,Green St & Randolph St,Customer,,
670577,2017-04-26 08:11:37,2017-04-26 08:18:55,438,Fairbanks Ct & Grand Ave,Millennium Park,Subscriber,Male,1965.0
705586,2017-05-01 17:19:05,2017-05-01 17:29:27,622,Wabash Ave & 8th St,Canal St & Madison St,Subscriber,Female,1985.0
1267924,2017-06-13 18:09:18,2017-06-13 18:16:54,456,Dearborn Pkwy & Delaware Pl,Clark St & Lake St,Subscriber,Female,1973.0
